https://www.twitch.tv/frog135,게구리 - Twitch,1
https://docs.google.com/document/d/100AEt7rqVbzrEsdp-5mZdcbYNt3zC_-bp5_YssjhQKg/edit?ts=6059876c,시종설제안서 - Google Docs,5
https://docs.google.com/document/u/1/d/100AEt7rqVbzrEsdp-5mZdcbYNt3zC_-bp5_YssjhQKg/edit?ts=6059876c,시종설제안서 - Google Docs,5
https://www.twitch.tv/akaros83,AKaros83 - Twitch,1
https://blog.naver.com/jung55120/222038434043,"[자격증 취득] 데이터 비전공자인 내가, AD.. : 네이버블로그",3
https://www.twitch.tv/,(1) Twitch,1
https://www.youtube.com/feed/history,YouTube,1
https://mail.google.com/mail/u/0/#inbox,받은편지함 (75) - kimyb0219@gmail.com - Gmail,2
https://docs.google.com/presentation/d/1oWw3mM9DKerhiS5ApdSiLinKqbP3DRUF9CGjas93jac/edit?ts=60599459#slide=id.gca1f1e7551_2_14,시종설 제안서 발표ppt - Google Slides,5
https://docs.google.com/presentation/u/1/d/1oWw3mM9DKerhiS5ApdSiLinKqbP3DRUF9CGjas93jac/edit?ts=60599459#slide=id.gca1f1e7551_2_14,시종설 제안서 발표ppt - Google Slides,5
https://www.youtube.com/watch?v=oKKVfzP-ZN0,(1) 난 사실 조장이 아니라 분조장이다 - YouTube,1
"https://map.naver.com/v5/search/%EC%B9%B4%EC%9D%B4%EC%8A%A4%ED%8A%B8?c=14179221.6209567,4354101.5514656,11,0,0,0,dh",검색 - 네이버 지도,2
http://q-net.or.kr/man001.do?id=man00102&gSite=Q&gId=,Q-net 자격의 모든것,6
http://q-net.or.kr/rcv002.do?id=rcv00208&gSite=Q&gId=&rcvPFlag=Y&gTitle=#wrap,장소선택 - 원서접수 신청 | Q-Net 홈페이지,6
http://q-net.or.kr/rcv002.do?id=rcv00208&gSite=Q&gId=&rcvPFlag=Y&gTitle=,장소선택 - 원서접수 신청 | Q-Net 홈페이지,6
http://q-net.or.kr/rcv002.do?id=rcv00207&gSite=Q&gId=,추가입력 응시정보 - 원서접수 신청 | Q-Net,6
https://q-net.or.kr/myp002.do?id=myp00201&gSite=Q&gId=,진행중인 접수내역 - 원서접수내역 | Q-net,6
http://q-net.or.kr/myp002.do?id=myp00201&gSite=Q&gId=,진행중인 접수내역 - 원서접수내역 | Q-net,6
https://q-net.or.kr/man001.do?id=man00101&gSite=Q&gId=,로그인 | Q-net,6
https://q-net.or.kr/rcv002.do?id=rcv00208s02&gSite=Q&gId=&planId=PL2021533016&seqNo=2&jmCd=1110&selFld=00&recptTyp=01&recptDtl=2&sameImpl=N&sameRecpt=N&suNo=T5870331&dsdrGb=&dsdrReq=00&qualGb=T&recptNo=R10075218432&suhmTrgtCcd=A&examLangCcd=&sido=%B4%EB%C0%FC%B1%A4%BF%AA%BD%C3&sigungu=&closeYN=&page=1,,6
